,id,Director,Leading_Actor,Supporting_Lead,Supporting_Actor
3651,41730,Morgan J. Freeman,Casey Affleck,Kate Hudson,Brendan Sexton III
3652,18442,Matthew Hastings,Kim Poirier,Stefanie von Pfetten,Elias Toufexis
3653,298312,M. Night Shyamalan,Olivia DeJonge,Ed Oxenbould,Kathryn Hahn
3654,11600,Brian De Palma,Izzy Diaz,Rob Devaney,Ty Jones
3655,71547,Klaus Menzel,Jacqueline Bisset,Adam Garcia,James Naughton
3656,57876,Oren Peli,Reid Warner,Darrin Bragg,Ben Rovner
3657,77495,Jaume Balagueró,Luis Tosar,Marta Etura ,Alberto San Juan
3658,13849,Paul Andrew Williams,Andy Serkis,Reece Shearsmith,Jennifer Ellison
3659,14849,Stephen Herek,Ellen Muth,Jasmine Guy,Callum Blue
3660,12486,Bob Saget,Samuel L. Jackson,Jim Belushi,Whoopi Goldberg
3661,19615,No Director,Billy Ray Cyrus,Heather Locklear,Ahnaise Christmas
3662,244403,William H. Macy,Billy Crudup,Anton Yelchin,Felicity Huffman
3663,292481,Barrett Esposito,Richard Gere,Luis Guzmán,Chazz Palminteri
3664,340816,Mitch Davis,Patrick Stewart,Cheryl Hines,Gary Cole
3665,78814,Eric Bross,Teri Polo,Esai Morales,Nicholas Gonzalez
3666,297596,Paul Schrader,Nicolas Cage,Anton Yelchin,Alexander Karim
3667,299552,Vicky Jewson,James Frain,Sofia Black-D'Elia,Lydia Leonard
3668,11935,Peter Hyams,Elliott Gould,James Brolin,Brenda Vaccaro
3669,113406,Marcia Bennett,Paul Ben-Victor,Ed Asner,Jordenn Thompson
3670,447027,No Director,N,o, 
3671,290825,Kevin Smith,Lily-Rose Depp,Harley Quinn Smith,Justin Long
3672,361159,Stanton Barrett,Ed Quinn,Michael Dudikoff,Rick Fox
3673,12555,Jiří Menzel,Ivan Barnev,Oldřich Kaiser,Julia Jentsch
3674,31175,Fatih Akin,Adam Bousdoukos,Birol Ünel,Moritz Bleibtreu
3675,12498,Billy Bob Thornton,Billy Bob Thornton,Dwight Yoakam,J. T. Walsh
3676,77949,Nick Murphy ,Rebecca Hall,Dominic West,Imelda Staunton
3677,1690,Eli Roth,Jay Hernandez,Derek Richardson,Eythor Gudjonsson
3678,8435,Michael Winterbottom,Steve Coogan,Rob Brydon,Keeley Hawes
3679,64720,Jeff Nichols,Michael Shannon,Jessica Chastain,Katy Mixon
3680,49365,Frank LaLoggia,Lukas Haas,Len Cariou,Alex Rocco
3681,11404,Jeremy Brock,Laura Linney,Rupert Grint,Julie Walters
3682,300706,Scott Foley,Patrick Wilson,Scott Foley,Amy Acker
3683,16337,Tobe Hooper,Dennis Hopper,Caroline Williams,Jim Siedow
3684,11577,Sam Peckinpah,James Coburn,Kris Kristofferson,Richard Jaeckel
3685,77987,Nicolas Winding Refn,Ryan Gosling,Kristin Scott Thomas,Gordon Brown
3686,40185,Christophe Ali,Denis Lavant,Isild Le Besco,Pascal Bongard
3687,68202,Gabriela Tagliavini,Eva Longoria,Christian Slater,Oscar Nunez
3688,8981,Shona Auerbach,Gerard Butler,Emily Mortimer,Jack McElhone
3689,10914,Leonard Farlinger,Rachael Leigh Cook,Luke Kirby,Keith Carradine
3690,50848,Michel Leclerc,Jacques Gamblin,Sara Forestier,Zinedine Soualem
3691,166624,Analeine Cal y Mayor,Douglas Smith,Zoë Kravitz,Ariadna Gil
3692,10822,Tom Kalin,Julianne Moore,Stephen Dillane,Eddie Redmayne
3693,10844,Robert Sarkies,Karl Urban,Tandi Wright,Simon Ferry
3694,9336,Hugh Wilson,Steve Guttenberg,Kim Cattrall,G. W. Bailey
3695,5689,Randal Kleiser,Brooke Shields,Christopher Atkins,Leo McKern
3696,712,Mike Newell,Hugh Grant,Andie MacDowell,James Fleet
3697,13342,Amy Heckerling,Sean Penn,Jennifer Jason Leigh,Judge Reinhold
3698,10339,John Huston,Gregory Peck,Richard Basehart,Leo Genn
3699,1429,Spike Lee,Edward Norton,Philip Seymour Hoffman,Barry Pepper
3700,9303,Lilly Wachowski,Jennifer Tilly,Gina Gershon,Joe Pantoliano
3701,641,Darren Aronofsky,Ellen Burstyn,Jared Leto,Jennifer Connelly
3702,27686,Walter Lang,Jeanne Crain,Dana Andrews,Dick Haymes
3703,65749,Carlos Saura,Miguel Ángel Solá,Cecilia Narova,Mía Maestro
3704,6106,Oliver Stone,James Woods,Jim Belushi,Michael Murphy
3705,252680,Jon Erwin,Sarah Drew,Sean Astin,Patricia Heaton
3706,141,Richard Kelly,Jake Gyllenhaal,Jena Malone,Patrick Swayze
3707,66607,Beto Gómez,Joaquín Cosio,Gerardo Taracena,Jaime Camil
3708,17139,Mike van Diem,Jan Decleir,Fedja van Huêt,Betty Schuurman
3709,12079,Jonas Åkerlund,Jason Schwartzman,Mickey Rourke,Brittany Murphy
3710,39800,Todd Solondz,Ally Sheedy,Paul Reubens,Shirley Henderson
3711,4550,Park Chan-wook,Choi Min-sik,Lee Young-ae,Kwon Yea-young
3712,62116,René Féret,Marie Féret,Marc Barbé,Delphine Chuillot
3713,9991,Barry Skolnick,Vinnie Jones,David Kelly,David Hemmings
3714,13807,Johnnie To,Anthony Wong,Francis Ng,Simon Yam
3715,68818,Mateo Gil,Sam Shepard,Magaly Solier,Eduardo Noriega
3716,12093,Lukas Moodysson,Oksana Akinshina,Artyom Bogucharsky,Lyubov Agapova
3717,36419,Agnieszka Wojtowicz-Vosloo,Liam Neeson,Justin Long,Christina Ricci
3718,281730,Kabir Sadanand,Jimmy Shergill,Mohit Marwah,Kiara Advani
3719,510,Miloš Forman,Jack Nicholson,Louise Fletcher,Danny DeVito
3720,362105,Peter DeLuise,Dove Cameron,Katherine McNamara,Ryan McCartan
3721,10970,Mel Brooks,Mel Brooks,Marty Feldman,Dom DeLuise
3722,375290,Raja Menon,Akshay Kumar,Nimrat Kaur,Feryna Wazheir
3723,17663,Kevin Sullivan,Megan Follows,Colleen Dewhurst,Richard Farnsworth
3724,270938,Ernie Barbarash,Michael Jai White,Neal McDonough,Lateef Crowder
3725,116613,Nick Love,Ray Winstone,Ben Drew,Hayley Atwell
3726,11826,Jonathan Glazer,Ray Winstone,Ben Kingsley,Ian McShane
3727,29920,Daniel Espinosa,Joel Kinnaman,Matias Varela,Dragomir Mrsic
3728,1088,Niki Caro,Keisha Castle-Hughes,Rawiri Paratene,Vicky Haughton
3729,26379,No Director,Amitabh Bachchan,Abhishek Bachchan,Vidya Balan
3730,34069,Ivan Engler,Martin Rapold,Anna-Katharina Schwabroh,Regula Grauwiller
3731,10947,Kenny Ortega,Zac Efron,Vanessa Hudgens,Ashley Tisdale
3732,47452,Richard Kwietniowski,John Hurt,Jason Priestley,Sheila Hancock
3733,3040,Timur Bekmambetov,Konstantin Khabenskiy,Vladimir Menshov,Galina Tyunina
3734,11386,Neil Jordan,Stephen Rea,Jaye Davidson,Miranda Richardson
3735,10246,Bob Clark,Dan Monahan,Mark Herrier,Wyatt Knight
3736,29426,George A. Romero,Alan van Sprang,Kenneth Welsh,Kathleen Munroe
3737,10331,George A. Romero,Duane Jones,Judith O'Dea,Karl Hardman
3738,153,Sofia Coppola,Bill Murray,Scarlett Johansson,Anna Faris
3739,703,Woody Allen,Woody Allen,Diane Keaton,Tony Roberts
3740,27191,Cecil B. DeMille,Betty Hutton,Cornel Wilde,Charlton Heston
3741,1365,Marc Forster,Halle Berry,Billy Bob Thornton,Heath Ledger
3742,287424,Henry Hobson,Arnold Schwarzenegger,Abigail Breslin,Joely Richardson
3743,451,Mike Figgis,Nicolas Cage,Elisabeth Shue,Julian Sands
3744,165864,Duane Journey,Molly C. Quinn,Michael Welch,Lara Flynn Boyle
3745,987,Billy Wilder,Jack Lemmon,Walter Matthau,Susan Sarandon
3746,241251,Rob Cohen,Jennifer Lopez,Ryan Guzman,Ian Nelson
3747,40494,Carol Reed,Burt Lancaster,Tony Curtis,Gina Lollobrigida
3748,39781,Lisa Cholodenko,Julianne Moore,Annette Bening,Mark Ruffalo
3749,8337,John Carpenter,Roddy Piper,Keith David,Meg Foster
3750,5925,John Sturges,Steve McQueen,James Garner,Richard Attenborough
3751,8357,William Arntz,Marlee Matlin,Elaine Hendrix,Robert Blanche
3752,146203,Ed Gass-Donnelly,Ashley Bell,Julia Garner,Andrew Sensenig
3753,85350,Richard Linklater,Ellar Coltrane,Patricia Arquette,Ethan Hawke
3754,512,Woody Allen,Scarlett Johansson,Hugh Jackman,Woody Allen
3755,13408,DJ Pooh,Dr. Dre,Snoop Dogg,DJ Pooh
3756,47816,DJ Pooh,Brian Hooks,N'Bushe Wright,Faizon Love
3757,10744,Wayne Kramer,William H. Macy,Alec Baldwin,Maria Bello
3758,11536,John Huston,Clark Gable,Marilyn Monroe,Montgomery Clift
3759,9782,Patrick Stettner,Toni Collette,Robin Williams,Joe Morton
3760,18713,James Melkonian,John G. Brennan,Kamal Ahmed,Alan Arkin
3761,6537,Juan Antonio Bayona,Belén Rueda,Fernando Cayo,Roger Príncep
3762,184345,Michael Tiddes,Marlon Wayans,Jaime Pressly,Essence Atkins
3763,1809,Roger Avary,James Van Der Beek,Shannyn Sossamon,Ian Somerhalder
3764,2370,Alfred Hitchcock,Frederick Stafford,Dany Robin,Claude Jade
3765,9809,Bob Odenkirk,Dax Shepard,Will Arnett,Chi McBride
3766,5,Allison Anders,Tim Roth,Antonio Banderas,Jennifer Beals
3767,11013,Steven Shainberg,James Spader,Maggie Gyllenhaal,Jeremy Davies
3768,19153,Rick de Oliveira,Laura Ramsey,,
3769,10132,Oliver Stone,Eric Bogosian,Ellen Greene,Leslie Hope
3770,16448,Christopher Guest,Christopher Guest,Eugene Levy,Fred Willard
3771,15122,Jeff Franklin,French Stewart,Bridgette Wilson,Bill Bellamy
3772,8141,John Dahl,Ben Kingsley,Téa Leoni,Luke Wilson
3773,1546,Mike Mills,Lou Taylor Pucci,Tilda Swinton,Vincent D'Onofrio
3774,48572,Kevin Smith,Michael Parks,John Goodman,Melissa Leo
3775,14517,Dave McKean,Stephanie Leonidas,Jason Barry,Rob Brydon
3776,89708,Ron Fricke,Marcos Luna,Putu Dinda Pratika,Puti Sri Candra Dewi
3777,27551,Ruggero Deodato,Peter Paul,David Paul,Richard Lynch
3778,64678,Gavin Wiesen,Freddie Highmore,Emma Roberts,Michael Angarano
3779,309503,Mora Stephens,Patrick Wilson,Lena Headey,Richard Dreyfuss
3780,14293,Mars Callahan,Ricky Schroder,Chazz Palminteri,Rod Steiger
3781,15059,Mike Figgis,Julian Sands,Saffron Burrows,Justin Chadwick
3782,103328,Leos Carax,Eva Mendes,Kylie Minogue,Michel Piccoli
3783,157847,David Gordon Green,Nicolas Cage,Tye Sheridan,Ronnie Gene Blevins
3784,25719,Stefan Schwartz,Dan Futterman,Stuart Townsend,Kate Beckinsale
3785,48309,Renny Harlin,Viggo Mortensen,Chelsea Field,Lane Smith
3786,27723,Robert Lee King,Lauren Ambrose,Nicholas Brendon,Amy Adams
3787,20468,Kevin Allen,Craig Ferguson,David Rasche,Mary McCormack
3788,242575,Jorge Ramírez Suárez,Adriana Barraza,Rüdiger Evers,Hector Kotsifakis
3789,44945,David Schwimmer,Clive Owen,Catherine Keener,Liana Liberato
3790,29122,Barry Levinson,Barry McEvoy,Brían F. O'Byrne,Anna Friel
3791,125123,Sam Miller,Pete Postlethwaite,Rachel Griffiths,Andy Serkis
3792,111190,Anne Fontaine,Naomi Watts,Robin Wright,Xavier Samuel
3793,133575,Dan Ireland,Vincent D'Onofrio,Salma Hayek,Thomas Jane
3794,54580,Fernando León de Aranoa,Javier Bardem,Luis Tosar,Nieve de Medina
3795,52015,Jim Mickle,Danielle Harris,Kelly McGillis,Nick Damici
3796,34941,Stephen T. Kay,Thomas Jane,Keanu Reeves,Claire Forlani
3797,227975,Karim Aïnouz,Wagner Moura,Clemens Schick,Jesuíta Barbosa
3798,60422,Sam Levinson,Ellen Barkin,Ezra Miller,Kate Bosworth
3799,81390,Julian Gilbey,Melissa George,Ed Speleers,Eamonn Walker
3800,10981,Vincenzo Natali,David Hewlett,Andrew Miller,Gordon Pinsent
3801,225235,Aleksandr Veledinskiy,Konstantin Khabenskiy,Elena Lyadova,Aleksandr Robak
3802,14902,Peter H. Hunt,William Daniels,Howard Da Silva,Ken Howard
3803,121676,Ruba Nadda,Alexander Siddig,Joshua Jackson,Marisa Tomei
3804,22301,James Whale,Ben Lyon,James Hall,Jean Harlow
3805,20065,Edward Burns,Selma Blair,Patrick Wilson,Edward Burns
3806,257087,Phil Joanou,Jessica Alba,Thomas Jane,Lily Rabe
3807,46420,Sean Byrne,Xavier Samuel,Jessica McNamee,Robin McLeavy
3808,114635,Chris Stokes,Kristen Quintrall,Denyce Lawton,JoJo Wright
3809,158150,Mark Griffiths,Brooke D'Orsay,Eric Mabius,Jody Thompson
3810,251979,Bruce MacDonald,Scott Eastwood,Cheryl Ladd,Patrick Lyster
3811,874,Fred Zinnemann,Paul Scofield,Wendy Hiller,Leo McKern
3812,10774,Sidney Lumet,Faye Dunaway,William Holden,Peter Finch
3813,770,Victor Fleming,Vivien Leigh,Clark Gable,Olivia de Havilland
3814,266102,Richard Raymond,Freida Pinto,Reece Ritchie,Tom Cullen
3815,29715,Sam Peckinpah,Charlton Heston,Richard Harris,Jim Hutton
3816,25209,George Sidney,Betty Hutton,Howard Keel,Louis Calhern
3817,37495,Chris Morris,Riz Ahmed,Nigel Lindsay,Kayvan Novak
3818,29262,Andrucha Waddington,Fernanda Montenegro,Ruy Guerra,Fernanda Torres
3819,34769,Peter Stebbings,Woody Harrelson,Kat Dennings,Elias Koteas
3820,35032,Vincente Minnelli,Judy Garland,Gene Kelly,Walter Slezak
3821,5178,Dagur Kári,Brian Cox,Paul Dano,Stephanie Szostak
3822,8618,Nicholas Hytner,Samuel Anderson,Dominic Cooper,James Corden
3823,3116,John Schlesinger,Dustin Hoffman,Jon Voight,Sylvia Miles
3824,9427,Peter Cattaneo,Robert Carlyle,Mark Addy,William Snape
3825,813,Jerry Zucker,Robert Hays,Julie Hagerty,Kareem Abdul-Jabbar
3826,352978,Kevin Carraway,Michael Jai White,Steve Austin,Max Ryan
3827,10634,F. Gary Gray,Ice Cube,Chris Tucker,Nia Long
3828,9516,Albert Hughes,Tyrin Turner,Larenz Tate,Glenn Plummer
3829,16288,Michael Gornick,George Kennedy,Dorothy Lamour,Lois Chiles
3830,23330,Sam Peckinpah,Jason Robards,Stella Stevens,David Warner
3831,18900,Richard Brooks,Robert Blake,Scott Wilson,John Forsythe
3832,27029,Fred Zinnemann,Audrey Hepburn,Peter Finch,Peggy Ashcroft
3833,26268,Jack Smight,Paul Newman,Lauren Bacall,Julie Harris
3834,573,Alfred Hitchcock,Jon Finch,Alec McCowen,Barry Foster
3835,310131,Robert Eggers,Anya Taylor-Joy,Ralph Ineson,Kate Dickie
3836,40505,Michael Martin,Master P,Anthony Johnson,Ice Cube
3837,11363,Edward Burns,Edward Burns,Michael McGlone,Cameron Diaz
3838,3033,Bill Condon,Ian McKellen,Brendan Fraser,Lynn Redgrave
3839,25376,Juan José Campanella,Ricardo Darín,Soledad Villamil,Pablo Rago
3840,22007,Gideon Raff,Thora Birch,Gideon Emery,Gloria Votsis
3841,765,Sam Raimi,Bruce Campbell,Sarah Berry,Dan Hicks
3842,10615,Louis C.K.,Jennifer Coolidge,Lance Crouther,J.B. Smoove
3843,205321,Anthony C. Ferrante,Ian Ziering,Tara Reid,Cassandra Scerbo
3844,89540,Salvador Carrasco,Damián Delgado,José Carlos Rodríguez,Elpidia Carrillo
3845,46146,André Øvredal,Otto Jespersen,Hans Morten Hansen,Tomas Alf Larsen
3846,38007,Robert Cary,Chris Messina,Jennifer Westfeldt,David Margulies
3847,14256,Adam Rapp,Zooey Deschanel,Will Ferrell,Ed Harris
3848,540,Angela Robinson,Sara Foster,Meagan Good,Jordana Brewster
3849,370464,Warren P. Sonoda,Brett Granstaff,Lara Jean Chorostecki,T.J. McGibbon
3850,20055,Amanda Gusack,Melissa George,Oded Fehr,Christian Campbell
3851,224569,Avi Nesher,Joe Pantoliano,Wade Dominguez,Elizabeth Berkley
3852,395766,Nick Murphy ,James Nesbitt,Genevieve O'Reilly,Jason Watkins
3853,39303,Charles Adelman,Mark Thompson,Mark Pellegrino,Teri Polo
3854,142061,Jay Oliva,Peter Weller,Ariel Winter,David Selby
3855,370662,Charles Ferguson,Oscar Isaac,Jane Goodall,Jerry Brown
3856,252360,Uwe Boll,Dominic Purcell,Ralitsa Paskaleva,Bashar Rahal
3857,256740,Mark Young,Abigail Breslin,James Purefoy,Sean Bean
3858,299145,"Daniel Petrie, Jr.",Scott Eastwood,Rita Wilson,Jeff Fahey
3859,241766,Antonio Simoncini,Glen Murphy,Ray Winstone,Giovanni Capalbo
3860,12535,Mel Brooks,Mel Brooks,Madeline Kahn,Cloris Leachman
3861,1667,Luc Jacquet,Morgan Freeman,Charles Berling,Romane Bohringer
3862,50839,J.C. Chandor,Kevin Spacey,Paul Bettany,Jeremy Irons
3863,86549,Eldar Rapaport,Murray Bartlett,Daniel Dugan,Adrian Gonzalez
3864,13973,Clark Gregg,Sam Rockwell,Anjelica Huston,Kelly Macdonald
3865,244786,Damien Chazelle,Miles Teller,J.K. Simmons,Melissa Benoist
3866,598,Fernando Meirelles,Alexandre Rodrigues,Leandro Firmino,Phellipe Haagensen
3867,11129,Justin Kerrigan,John Simm,Danny Dyer,Lorraine Pilkington
3868,75861,Nathan Frankowski,Kat Dennings,Chad Michael Murray,Rupert Friend
3869,13551,Karen Moncrieff,Brittany Murphy,Toni Collette,Rose Byrne
3870,103663,Thomas Vinterberg,Mads Mikkelsen,Alexandra Rapaport,Thomas Bo Larsen
3871,850,Bob Clark,Melinda Dillon,Darren McGavin,Peter Billingsley
3872,12586,Alejandro Monteverde,Tammy Blanchard,Angélica Aragón,Ali Landry
3873,11564,Mark L. Lester,Perry King,Merrie Lynn Ross,Tim Van Patten
3874,301748,Jonathan Silverman,Mena Suvari,Eric Roberts,Kristin Chenoweth
3875,108346,Eric Styles,Rupert Graves,Samantha Morton,Nicholas Woodeson
3876,8841,Laurent Cantet,François Bégaudeau,Franck Keïta,Esmeralda Ouertani
3877,805,Roman Polanski,Mia Farrow,John Cassavetes,Ruth Gordon
3878,11697,John Ford,John Wayne,James Stewart,Vera Miles
3879,22051,Max Mayer,Hugh Dancy,Rose Byrne,Peter Gallagher
3880,436,Joshua Marston,Catalina Sandino Moreno,Guilied Lopez,Yenny Paola Vega
3881,55347,Mike Mills,Ewan McGregor,Christopher Plummer,Mélanie Laurent
3882,10070,John Gulager,Balthazar Getty,Henry Rollins,Navi Rawat
3883,8469,John Landis,John Belushi,Tim Matheson,John Vernon
3884,658,Guy Hamilton,Sean Connery,Honor Blackman,Gert Fröbe
3885,125490,Brandon Cronenberg,Caleb Landry Jones,Sarah Gadon,Malcolm McDowell
3886,1585,Frank Capra,James Stewart,Donna Reed,Lionel Barrymore
3887,627,Danny Boyle,Ewan McGregor,Ewen Bremner,Jonny Lee Miller
3888,23618,Spike Lee,Steve Harvey,D. L. Hughley,Cedric the Entertainer
3889,41436,Tod Williams,Katie Featherston,David Bierend,Brian Boland
3890,10162,Kirk Jones,Ian Bannen,David Kelly,Fionnula Flanagan
3891,1430,Michael Moore,Michael Moore,George H. W. Bush,George W. Bush
3892,259943,Zhang Yimou,Gong Li,Chen Dao-Ming,Guo Tao
3893,10014,Jack Sholder,Robert Englund,Mark Patton,Kim Myers
3894,11257,James Ivory,Maggie Smith,Helena Bonham Carter,Denholm Elliott
3895,158015,James DeMonaco,Lena Headey,Ethan Hawke,Max Burkholder
3896,82507,Scott Derrickson,Ethan Hawke,Juliet Rylance,Vincent D'Onofrio
3897,20337,Martin Lawrence,Martin Lawrence,,
3898,261,Richard Brooks,Elizabeth Taylor,Paul Newman,Burl Ives
3899,1685,Ted Post,James Franciscus,Kim Hunter,Maurice Evans
3900,20737,Charles Martin Smith,Kevin Zegers,Wendy Makkena,Michael Jeter
3901,10991,Michael Haigney,Veronica Taylor,Rachael Lillis,Eric Stuart
3902,10225,Tom McLoughlin,Thom Mathews,Jennifer Cooke,David Kagen
3903,826,David Lean,William Holden,Alec Guinness,Jack Hawkins
3904,34086,Patrick Read Johnson,Ariana Richards,Douglas Barr,Royal Dano
3905,5854,Alfred Hitchcock,Barbara Harris,Bruce Dern,Karen Black
3906,284,Billy Wilder,Jack Lemmon,Shirley MacLaine,Fred MacMurray
3907,10285,Adam Marcus,Kane Hodder,John D. LeMay,Kari Keegan
3908,5780,Alfred Hitchcock,Paul Newman,Julie Andrews,Lila Kedrova
3909,292,Michel Gondry,Dave Chappelle,Erykah Badu,Common
3910,223485,John Maclean,Michael Fassbender,Kodi Smit-McPhee,Ben Mendelsohn
3911,29463,Michael Schultz,Blair Underwood,Joseph Simmons,Darryl McDaniels
3912,18065,Benny Boom,Donald Faison,Mike Epps,Wood Harris
3913,22013,Richard Brooks,Burt Lancaster,Jean Simmons,Arthur Kennedy
3914,821,Stanley Kramer,Spencer Tracy,Burt Lancaster,Richard Widmark
3915,53862,David Raynr,Deon Richmond,Donald Faison,Guy Torry
3916,3089,Howard Hawks,John Wayne,Montgomery Clift,Joanne Dru
3917,30139,Nnegest Likké,Mo'Nique,Jimmy Jean-Louis,Godfrey
3918,132344,Richard Linklater,Ethan Hawke,Julie Delpy,Seamus Davey-Fitzpatrick
3919,15582,Christopher Leitch,Jason Bateman,Kim Darby,John Astin
3920,15158,Don Coscarelli,James Le Gros,Reggie Bannister,Angus Scrimm
3921,44634,Michael Schultz,Kimberly Elise,Loretta Devine,Debbi Morgan
3922,30309,Patricia Cardoso,America Ferrera,Lupe Ontiveros,Ingrid Oliu
3923,7509,Deepa Mehta,Lisa Ray,Sarala,John Abraham
3924,10557,Damien O'Donnell,Om Puri,Linda Bassett,Ian Aspinall
3925,23531,Peter M. Cohen,Amanda Peet,Brian Van Holt,Jonathan Abrahams
3926,28005,Mira Nair,Indira Varma,Sarita Choudhury,Ramon Tikaram
3927,40247,Nicole Holofcener,Rebecca Hall,Catherine Keener,Amanda Peet
3928,252,Mel Stuart,Gene Wilder,Jack Albertson,Peter Ostrum
3929,24126,Anthony Hickox,Julian Sands,Chris Young,Paula Marshall
3930,13982,Tom Schulman,Joe Pesci,Kristy Swanson,George Hamilton
3931,16642,Terrence Malick,Richard Gere,Brooke Adams,Linda Manz
3932,17734,Jill Sprecher,John Turturro,Clea DuVall,Matthew McConaughey
3933,18892,Darren Stein,Rose McGowan,Julie Benz,Rebecca Gayheart
3934,549,Julian Schnabel,Jeffrey Wright,David Bowie,Dennis Hopper
3935,121986,Noah Baumbach,Greta Gerwig,Mickey Sumner,Adam Driver
3936,868,Gavin Hood,Presley Chweneyagae,Jerry Mofokeng,Terry Pheto
3937,10683,Todd Solondz,Jane Adams,Jon Lovitz,Philip Seymour Hoffman
3938,17995,George Gallo,Eddie Griffin,Joe Howard,Matthew Brent
3939,246403,Kevin Smith,Michael Parks,Justin Long,Haley Joel Osment
3940,670,Park Chan-wook,Choi Min-sik,Yoo Ji-tae,Kang Hye-jung
3941,35691,David Nixon,Robyn Lively,Jeffrey Johnson,Bailee Madison
3942,49010,Jason Eisener,Rutger Hauer,Gregory Smith,Robb Wells
3943,317930,Enrique Begné,Omar Chaparro,Joey Morgan,Aislinn Derbez
3944,11229,Matthew Bright,Kiefer Sutherland,Reese Witherspoon,Wolfgang Bodison
3945,22488,Michael Landon Jr.,Erin Cottrell,Logan Bartholomew,William Morgan Sheppard
3946,24469,Andrea Arnold,Katie Jarvis,Michael Fassbender,Kierston Wareing
3947,82533,Whit Stillman,Greta Gerwig,Carrie MacLemore,Megalyn Echikunwoke
3948,50942,Stuart Gillard,Craig T. Nelson,Kim Cattrall,Colm Feore
3949,84174,Leslye Headland,Kirsten Dunst,Isla Fisher,Lizzy Caplan
3950,34099,Bobby Roth,Virginia Madsen,Lindsey Haun,Barbara Mamabolo
3951,79940,Tim Heidecker,Eric Wareheim,Tim Heidecker,John C. Reilly
3952,342,Marco Kreuzpaintner,Robert Stadlober,Kostja Ullmann,Alicja Bachleda-Curuś
3953,281230,Michael Worth,Eric Stoltz,Kate Connor,Lyndsy Fonseca
3954,38033,Deon Taylor,Nikki Reed,Keith David,Brad Dourif
3955,100975,Jason Alexander,Gretchen Mol,Patti LuPone,Peter Onorati
3956,38541,Xavier Gens,Lauren German,Michael Biehn,Milo Ventimiglia
3957,39563,Conor McPherson,Ciarán Hinds,Aidan Quinn,Iben Hjejle
3958,234212,Will Canon,Maria Bello,Frank Grillo,Cody Horn
3959,27404,Philip Zlotorynski,Paget Brewster,Neil Barton,Eric Hoffman
3960,170480,Lance Kawas,Nicholas Turturro,Talia Shire,Paul Rodríguez
3961,71866,Francesca Gregorini,Rooney Mara,Georgia King,Brie Larson
3962,192210,Márcio Garcia,Camilla Belle,Andy García,Colin Egglesfield
3963,180296,David Wain,Paul Rudd,Amy Poehler,Bill Hader
3964,157058,Craig Moss,Kathryn Fiore,Flip Schultz,Olivia Alexander
3965,70006,Michael Jai White,Stacey Asaro,Gralen Bryant Banks,Rus Blackwell
3966,26039,John Boorman,Lee Marvin,Angie Dickinson,Keenan Wynn
3967,79587,Paolo Monico,Alessandro Gassman,Francesco Quinn,Joe Urla
3968,176077,Youssef Delara,Jake Hoffman,Nikki Reed,Thomas Dekker
3969,260947,Darin Scott,Shantel VanSanten,John Robinson,James Patrick Stuart
3970,342502,Christian Sesma,Luke Goss,RZA,Bokeem Woodbine
3971,191229,Monte Hellman,Everett McGill,Fabio Testi,Michael Madsen
3972,43213,Brian Caunter,Frank Vincent,Kathrine Narducci,Mike Starr
3973,44594,Chris D'Arienzo,Patrick Wilson,Malcolm McDowell,Judy Greer
3974,666,Walter Salles,Fernanda Montenegro,Marília Pêra,Vinícius de Oliveira
3975,248,Frank Capra,Glenn Ford,Bette Davis,Hope Lange
3976,325173,Isaac Florentine,Scott Adkins,Nick Chinlund,Caitlin Keats
3977,55831,No Director,Brenda Vaccaro,Dyan Cannon,Joseph Bologna
3978,351043,Michael Polish,Kate Bosworth,Wes Bentley,Shashawnee Hall
3979,43942,Heidi Ewing,Zoe Sloane,Jade Viggiano,Amancaya Aguilar
3980,10226,Alexandre Aja,Cécile de France,Maïwenn,Philippe Nahon
3981,66942,Leon Ford,Ryan Kwanten,Maeve Dermody,Marshall Napier
3982,356483,Hank Braxtan,James Remar,Sherilyn Fenn,Ron Carlson
3983,10476,Craig Brewer,Terrence Howard,Anthony Anderson,Taryn Manning
3984,239,Billy Wilder,Marilyn Monroe,Tony Curtis,Jack Lemmon
3985,10281,John Carl Buechler,Kane Hodder,Lar Park Lincoln,Susan Jennifer Sullivan
3986,630,Victor Fleming,Judy Garland,Frank Morgan,Ray Bolger
3987,3034,Mel Brooks,Gene Wilder,Peter Boyle,Marty Feldman
3988,13025,George A. Romero,Michelle Morgan,Joshua Close,Shawn Roberts
3989,21461,Rajkumar Hirani,Sanjay Dutt,Arshad Warsi,Dilip Prabhavalkar
3990,55306,Victor Nunez,Peter Fonda,Patricia Richardson,Christine Dunford
3991,17264,Carroll Ballard,Kelly Reno,Mickey Rooney,Teri Garr
3992,346081,Rohit Jugraj,N,o, 
3993,16016,Kresten Vestbjerg Andersen,Casper Christensen,Frank Hvam,Ali Kazim
3994,15875,John Ford,John Wayne,Elizabeth Allen,Lee Marvin
3995,5900,Alex van Warmerdam,Henri Garcin,Ingeborg Elzevier,Khaldoun Elmecky
3996,43306,Victor Fleming,Spencer Tracy,Irene Dunne,Van Johnson
3997,11072,Mel Brooks,Cleavon Little,Gene Wilder,Harvey Korman
3998,9730,Joseph Zito,Kimberly Beck,Erich Anderson,Corey Feldman
